geo,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Palestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19.3,20,15,13,12.4,13.8,17,18.2,20,22.2,20.5,19.1,24.2,26.4,26.8,28.4,32.9,35,38.4,39.1,44.8,47.4
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,10.3,10.4,12.8,12.4,13.5,0,0,13.3,14.5,14.2,18.5,14.5,16.8,21.4,21.6,14.5,22.6,22.3,20.2,20.4,20.1,20,18.1,20.8,16.9,18,19.3,19.2,18.8,17.4,13.9,12.4,9.27,0,8.85,5.07,2.68,3.03,3.06,3.49,3.9,3.92,
Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,1.44,0,0,0,0,0,
Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43,4.82,0,5.91,5.89,4.81,5.16,5.85,4.34,4.56,5.46,6.36,4.72,3.67,4.38,3.72,3.7,8.6,6.83,0,0,8.88,0,11.8,8.32,8.36,6.25,6.65,6.61,5.96,6.65,6.05,6.36,5.43,4.95,6.76,4.93,6.71,5.42
Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,0,11.5,7.33,12.5,12.4,0,0,8.07,8.84,9.28,8.6,7.48,8.77,5.92,4.65,5.37,4.87,4.75,4.55,4.53,3.95,3.8,3.62,3.49,3.54,3.07,2.96,3.57,3.5
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61,6.35,5.11,3.35,4.3,7.78,8.57,6.73,0,7.48,8.56,8.59,6.73,10,8.14,8.86,10.9,9.52,10.3,12.7,12.8,11.5,10.7,10.6,10.7,9.75,9.82,11,10,11.6,4.02,12,3.84,3.89,4.2,4.33,3.72,4.01,4.13,3.79,3.83,3.73,3.82,3.72,0,2.87,2.7
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,13.5,14.7,15.6,16,14.7,13.9,13,11.8,13.2,18.3,20,20.7,19.9,19.8,19.1,14.9,10.3,7.95,8.66,10,10.4,10.9,11.1,9.59,7.71,6.23,4.91
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,5.2,7.1,0,11.8,12.6,0,0,0,12.2,0,11.2,11.5,9.6,8.34,7.35,6.48,5.62,4.76,6.27,7.77,7.78,8.44,7.49,5.69,5.06,4.73,4.95,5.31,7.25,7.18,8.63,8.9,9.49,8.75,10.1,11.9,13,15.5,16.4,14.3,12.7,11.2,9.35
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,0,0,12.9,0,0,3.89,0,0,2.64,1.69,1.92,2.7,3.32,2.82,1.58,1.2,0.82,0.7,0.616
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.84,12.9,8.74,8.59,7.5,5.89,5.47,5.53,6.38,6.01,7.59,6.38,6.15,6.43,6.11,5.41,4.67,5.84,6.17,6.46,6.08,6.31,6.09,5.85,4.98,4.04
Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.1,5.82,7.95,9.2,9.3,11.5,13,12.9,10.4,8.6,7.6,7.95,7.52,6.93,6.69,5.64,5.94,7.67,6.84,6.09,5.07,5.14,4.82,5.31,5.35,5.05
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0,0,0,0,0.35,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,4.04,0,1.24,0,0,19.4
Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18,0,0,0,0,1.63,0,0,0,0,6.82,10.3,0,10.3,0,0,
San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,10.9,0,0,0,12,12.5,12,10.9,10.5,9.5,9.7,6.9,7.1,8.1,7.4,7,8.8,7.3,6.9,4.6,4.1,0,4.81,5.36,0,2.55,2.03,0,0,6.26,7.29,0,7.47,8.7,9.47,10.9,10,
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.69,0.8,0.65,0.57,0.49,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,17.8,24.9,25,24.8,23.6,24.6,24.5,0,0,0,0,0,0,0,0,0,0,
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,8.15,9.34,9.14,11.5,12.5,13.4,14.1,14.7,14.2,13.8,15.9,0,19.2,20.5,20.7,22,21.4,21.1,21.3
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,0,0,0,13.4,0,0,0,7.49,0,
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9,26.2,24.7,21,16,17.9,20.2,23.7,25,23.8,20.4,19,16.1,14.3
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,2.7,20.5,16.2,16.6,21,28,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,4.48,0,0,3.9,4.79,4.23,3.73
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,3.88,0,0,
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76,5.07,3.13,3.13,2.21,2.14,1.99,2.06,2.8,4.32,5.83,4.32,2.77,2.05,0,2.21,3.18,3.41,3.45,3.45,3.87,2.6,3.68,5.21,6.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Slovak Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,11.7,11.8,14.1,13.8,12.7,12.8,12.5,15.9,18.6,18.6,18.8,17.3,19.6,17.2,14.7,12.7,10.9,12.8,14.6,13.6,14.5,14.5,13.6,12.9,10.8,8.41
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.7,2.3,3.1,4.8,5.95,10.8,13.5,6.93,6.82,6.65,6.95,7.47,7.47,7.06,6.01,6.27,7.02,6.4,7.03,7.19,5.83,4.82,5.8,7.02,8.17,9.37,10.9,10.5,10,8.59,7.47
Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30.3,27.6,27.9,31.3,31.1,28.7,28.2,27.1,26.4,25.8,25.6,27,27.2,27.1,26.5,27,27.5,29,29.5
South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,3.29,2.56,2.33,2.7,2.63,1.98,2.43,2.24,2.43,3.53,2.44,2.55,2.24,2.21,2.36,2.08,1.84,1.76,1.84,1.78,1.99,2.14,2.26,1.93,1.69,1.59,2.31,5.67,5.1,3.6,3.3,2.8,3.3,3.4,3.4,2.9,2.6,2.6,3,3.3,3.1,3,2.9,3.5,3.6,3.6,3.6
South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0,0,0,0,0,0,0,
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,3.38,4.24,2,5.54,7.97,9.7,12.8,16,18.7,20.5,23,25,25,27.9,28,25.3,24.2,23.2,25.2,28.7,31.6,30.5,29.5,28,26.6,22.8,20.3,15,16,15.7,15,12,11.3,10.7,12.8,18.1,20.2,21.8,25,26.7,25.4,23.5,21.4,19
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7,0,0,0,0,0,13.3,11.1,11.5,12.9,12.9,13,11.9,9.6,9.04,8.01,8.21,7.55,6.85,6.1,6.82,7.25,7.62,6.96,
St. Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,0,0,0,0,0,0,0,0,0,0,4.87,0,0,0,0,0,0,0,0,0,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
St. Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22.1,20.4,19.3,23.8,26,20.3,20.8,0,23.9,28.1,25,22.9,20.3,18.5,14.8,16.5,0,20.2,21.2,23.9,0,27.4,23.5,
St. Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,22.1,0,0,0,0,0,0,0,0,0,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11.5,0,8.8,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,23,0,0,0,0,0,0,0,
Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,0,19.7,20.1,0,23.1,23.2,15,10.9,16.8,16,17.1,20.4,0,0,0,0,0,0,0,0,0,14.3,12.6,12.4,12.4,11,11.8,11.4,0,
Swaziland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,1.75,2.77,2.97,2.82,2.43,2.03,2.06,1.4,1.6,1.6,1.6,1.6,3.33,3.53,3.16,2.88,2.19,2.17,1.7,1.52,1.81,2.95,4.62,7.64,8.14,7.87,8.58,9.68,8.03,6.85,5,4.4,4.62,5.01,6.18,7.37,7.25,6.47,6.57,8.01,8.52,7.76,7.71,7.89,7.69,7.29,6.59,6.44
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.4,0.4,0.4,0.3,0.2,0.6,0.9,1.4,1.2,1.1,1.1,1,0.8,2.62,2.52,3.53,4.57,4.42,3.92,4.08,3.99,4.14,3.57,3.13,3.46,3.1,4.49,4.76,5.09,4.71,4.51,3.97,4.52,5.19,4.8,4.73,4.92,4.99,4.91,5.01,5.06
Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,5.1,5.4,2.1,3.9,0,6.9,7.1,4.1,3.8,0,0,0,6.73,8.2,0,0,0,0,9.83,0,14,0,6.4,12.5,14.2,0,29.3,0,15.2,5,25.5,24.1,20.9,0,0,23.8,25.7,24.2,22.3,22,37.1,0,0,0,0,0,
Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.1,1.8,2.1,2.8,2.9,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,
Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,2.96,2.4,0,0,0,4.42,0,0,2.7,0,4.29,0,3.79,2.69,0,0,
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.32,1.33,0.71,0.54,0.72,0.8,1.02,3.03,5.83,6.15,5.87,3.94,7.53,3.52,1.55,2.41,3.4,1.49,1.82,1.62,1.34,1.12,0.9,4.66,4.63,3.89,3.43,2.34,2.11,2.11,1.72,1.45,1.21,1.28,1.45,0.622,0.68,0.53,0.476,0.564,0.606,0.714,
Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0,0,10.6,0,0,0,
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,
Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,21,19.5,0,11.6,10.3,8.91,7.76,7.78,7.68,8.03,9.51,9.81,10.4,25.3,23.8,24.5,21.6,23.4,24,23.4,22.3,20.6,21,19.5,18.9,16.8,15.1,14.4,14.5,13.8,11.2,11,8.69,0,0,0,4.3,4.01,4.28,2.95,2.57,2.61,2.95,
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7,0,0,0,0,0,0,0,17.3,0,16.6,16.1,15.6,15.7,16.2,0,15.2,15.1,15.2,15.9,18.8,18.9,27.4,25.6,23,0,22.2,23.1,22.8
Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,24.8,29.1,11.1,0,0,9.67,8.84,8.5,7.13,7.77,9.35,8.09,7.33,5.97,7.8,6.81,7.59,6.27,7.47,9.46,10.1,11,11.2,9.1,9.15,9.98,12.6,11.4,10.1,9.38,10.6,11.8,12.6,13.6,13.9
Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,2.3,0,0,0,0,0,0,
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.58,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.67,0,0,0,0,0,0,0,0,0,4.2,4.49,0,2.1,0,0,0,0,0,0,4.29,2.44,0,0,0,
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,4.95,7.28,8.41,10.8,7.3,7.2,6.4,6.7,6.3,6.3,5.6,4.8,4,4.9,7.31,0,0,0,0,0,8.08,7.69,
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,2.35,0,0,0,0,2.71,0,0,0,0,7.06,0,0,12,10.8,0,0,0,0,0,0,4.02,6.81
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.5,1,1,1.9,3.1,3.7,3.8,3.7,4.8,6.8,7.5,9.75,10,11,10.9,10.4,8.63,7.14,6.62,7.4,7.42,7.74,7.39,6.91,6.32,5.8,5.35,5.15,4.86,4.11,4.36,4.06,4.19,4.29,4.95,4.96,5.09,6.42,6.88,7.34,7.39,7.04,5.82,5.13,4.68,4.22
United States,4.1,6,5.7,4.4,3.6,3.3,6,4.9,4.8,4.7,6.8,5.9,5.9,7.2,6.2,6.5,6.2,5.5,4.8,5.2,4.8,4.7,5.9,6.9,6.6,6,6.7,9.3,8.6,8.2,7.2,6.8,7.4,7.9,9.4,9.2,7.6,7.4,7.1,6.2,5.6,5.4,5.5,6.4,7,6.6,6.05,5.67,5.47,5.07,4.62,4.34,4.1,4.65,5.61,5.67,5.4,5.1,4.63,4.5,5.42,8.07,8.62,8.46,7.89,7.08,6.06,5.18,4.79,4.31
Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,8.6,7.6,11.4,10.2,0,0,0,0,0,0,9,15.5,0,17.6,0,13.9,12.6,0,0,10.9,11.6,11.8,10.9,11.9,12.9,13.3,0,12.7,14.6,16.8,19.4,21.1,20.4,16.5,15.1,14.1,12.6,10.8,10.4,9.4,8.07,8.26,8.2,8.34,8.85,9.44,9.47
Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24,0,0,0,0,0,0,0,
Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,0,4.13,0,5.66,5.87,8.79,10.2,11.9,9.91,7.11,6.01,9.01,9.35,9.44,6.85,5.59,0,12.8,14.6,14.2,13.4,16.5,14.6,6.39,18.8,20.3,17.9,13.8,11.3,9.28,7.77,9,9.45,9.84,8.68,8.6,7.77,7.69,0,
Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,2.55,2.16,2.4,2.14,3.26,2.33,2.63,2.44,0,0,1.93,0,1.58,1.08,0.904,0.933,1.09,1.11,1.71,1.7,1.71
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,0,0,0,0,8.17,0,0,0,0,39.6,46.3,42.2,41.5,40.9,40.2,54.7,0,0,0,26.1,0,0,
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,0,0,0,16.7,22.4,0,20.6,0,0,15.9,0,12,0,11.3,0,0,0,0,0,0,0,7.71,0,0,0,0,0,0,0,0,
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,7.92,0,0,0,0,0,0,2.99,0,0,5.06,0,4.63,0,0,0,0,4.53,0,0,0,0,0,0,5.99,9.89,0,14.9,0,0,
